id_transacao,id_conta,data_e_hora,tipo_transacao,valor,canal,descricao
TRX000511,CT-00206,2026-01-07 00:00:00,compradébito,-705.88,caixaeletrônico,PIX QR CODE
TRX001668,CT-00305,2026-02-21 10:11:00,deposito,218.46,app,TARIFA PACOTE SERVICOS
TRX000860,CT-00233,2026-11-08 00:00:00,pagamento,122.78,internetbanking,PADARIA DO ZE
TRX000325,CT-00520,2025-10-24 06:46:00,pagamento,623.81,aplicativo,SUPERMERCADO BOM PRECO
TRX001095,CT-00221,2025-10-09 17:46:00,deposito,248.54,,IFOOD *IFOOD
TRX000206,CT-00706,2025-11-08 17:46:00,boleto,78.42,ib,RENDIMENTO POUPANCA
TRX001034,CT-00240,2025-09-22 00:00:00,débitocartão,273.01,,RENDIMENTO POUPANCA
TRX000209,CT-00102,2025-09-28 15:06:00,deposito,515.16,agencia,RENDIMENTO POUPANCA
TRX000549,CT-00114,2025-08-10 00:00:00,saque,60.89,internetbanking,PADARIA DO ZE
TRX001686,CT-00689,2025-11-01 00:00:00,saque,0.0,app,TARIFA PACOTE SERVICOS
TRX000362,CT-00282,2025-09-11 00:00:00,pagto,,app,AMAZON MKTPLACE
TRX001397,CT-00156,2026-05-21 15:34:00,compradébito,367.4,app,
TRX002029,CT-00428,2025-10-14 00:00:00,deposito,490.74,internetbanking,PIX QR CODE
TRX000714,CT-00842,2025-11-02 13:59:00,pagto,241.2,internetbanking,PIX QR CODE
TRX001248,CT-00919,2025-09-03 11:44:00,boleto,1602.52,app,FOLHA PAGAMENTO
TRX001231,CT-00336,2026-02-26 00:00:00,boleto,136.94,app,FARMACIA SAO JOAO
TRX000619,CT-00504,2026-04-01 00:00:00,deposito,106.58,aplicativo,PAG*MERCADOLIVRE
TRX000810,CT-00942,2026-06-25 15:54:00,pagto,90.09,internetbanking,IFOOD *IFOOD
TRX001937,CT-01020,2026-07-30 01:18:00,boleto,41017.12,ib,
TRX001021,CT-00272,2025-12-10 00:00:00,compradébito,472.2,,FOLHA PAGAMENTO
TRX001509,CT-00111,2025-12-13 00:00:00,débitocartão,-5.79,app,AMAZON MKTPLACE
TRX000237,CT-00895,2026-09-06 09:24:00,debitocartao,124.84,internetbanking,RENDIMENTO POUPANCA
TRX001278,CT-00376,2026-07-08 00:00:00,ted,-273.06,app,IFOOD *IFOOD
TRX001105,CT-00433,2026-07-17 11:02:00,deposito,182.58,internetbanking,PIX QR CODE
TRX001445,CT-00826,2026-08-04 00:00:00,ted,155.64,agencia,NETFLIX.COM
TRX000347,CT-00650,2026-03-15 14:31:00,pagamento,1634.07,agencia,IFOOD *IFOOD
TRX000133,CT-00203,2025-03-09 00:00:00,pagto,280.68,app,PAG*MERCADOLIVRE
TRX001882,CT-00943,2026-05-07 00:00:00,boleto,,agência,PAG*MERCADOLIVRE
TRX001796,CT-00813,2025-12-22 00:00:00,boleto,1335.06,internetbanking,PIX QR CODE
TRX001979,CT-00591,2026-05-06 04:49:00,compradébito,-13243.49,,IFOOD *IFOOD
TRX001911,CT-00535,2025-02-09 00:00:00,doc,83.18,atm,PIX QR CODE
TRX001163,CT-00807,2026-01-25 00:00:00,ted,137.8,internetbanking,SUPERMERCADO BOM PRECO
TRX002100,CT-00944,2026-06-25 00:00:00,depósito,888.35,internetbanking,PIX QR CODE
TRX001398,CT-00268,2025-06-09 20:09:00,compradébito,9625.13,app,IFOOD *IFOOD
TRX001152,CT-00067,2025-08-23 00:00:00,pix,177.26,ib,FARMACIA SAO JOAO
TRX000028,CT-00684,2026-02-26 00:00:00,boleto,-144.53,app,UBER *TRIP
TRX001953,CT-00727,2025-12-30 15:27:00,pix,82.56,ib,UBER *TRIP
TRX001405,CT-00164,2026-06-02 00:00:00,deposito,2980.0,internetbanking,FARMACIA SAO JOAO
TRX001920,CT-00701,2025-12-16 18:40:00,compradébito,139.81,agência,AMAZON MKTPLACE
TRX001637,CT-00424,2026-05-18 13:29:00,pix,11211.61,atm,PAG*MERCADOLIVRE
TRX001892,CT-00140,2026-05-20 16:15:00,pix,1798.19,aplicativo,
TRX001482,CT-00394,2026-02-03 00:00:00,deposito,258.86,app,AMAZON MKTPLACE
TRX001228,CT-00782,2025-10-14 17:05:00,saque,1699.55,caixaeletronico,UBER *TRIP
TRX000245,CT-00554,2025-12-03 00:00:00,pagto,187.1,ib,PIX QR CODE
TRX000994,CT-00588,2025-04-08 00:00:00,saque,12516.36,agência,AMAZON MKTPLACE
TRX000514,CT-01026,2026-07-22 00:09:00,pix,1653.47,,FARMACIA SAO JOAO
TRX000526,CT-00889,2026-10-04 16:49:00,deposito,17141.94,atm,PADARIA DO ZE
TRX002099,CT-00275,2026-04-08 19:47:00,ted,-6320.93,ib,FOLHA PAGAMENTO
TRX000955,CT-00698,2025-08-29 00:00:00,pix,4859.19,agencia,SUPERMERCADO BOM PRECO
TRX001724,CT-00935,2026-06-26 08:25:00,pagto,-877.55,agencia,NETFLIX.COM
TRX001122,CT-00321,2025-10-08 00:00:00,saque,-1253.21,agência,TARIFA PACOTE SERVICOS
TRX001312,CT-00039,2025-08-23 00:00:00,pix,965.51,internetbanking,
TRX002049,CT-00338,2025-08-31 12:31:00,pagto,248.88,agência,FARMACIA SAO JOAO
TRX000964,CT-00781,2025-12-08 00:00:00,saque,-130.56,app,POSTO SHELL BR
TRX000572,CT-00581,2025-10-17 21:41:00,boleto,-6048.05,ib,TARIFA PACOTE SERVICOS
TRX000086,CT-00158,2026-02-24 00:00:00,depósito,67.5,app,NETFLIX.COM
TRX001751,CT-00843,2026-01-01 00:00:00,depósito,1908.04,agencia,POSTO SHELL BR
TRX001750,CT-00080,2025-08-15 19:39:00,débitocartão,,caixaeletronico,FARMACIA SAO JOAO
TRX001878,CT-00502,2026-07-22 00:00:00,pix,1486.14,caixaeletrônico,FOLHA PAGAMENTO
TRX001856,CT-00004,2025-12-27 16:26:00,pagamento,-1351.91,internetbanking,NETFLIX.COM
TRX001203,CT-00634,2026-08-06 15:35:00,depósito,8528.62,atm,UBER *TRIP
TRX001945,CT-00639,2026-05-15 03:04:00,doc,5165.17,agencia,AMAZON MKTPLACE
TRX001485,CT-00031,2025-12-30 00:00:00,débitocartão,1162.33,app,PADARIA DO ZE
TRX001633,CT-00847,2026-08-13 08:05:00,deposito,67150.92,internetbanking,FOLHA PAGAMENTO
TRX001051,CT-00927,2025-12-08 15:38:00,pagto,-149.63,agência,PAG*MERCADOLIVRE
TRX000633,CT-00299,2025-12-31 00:00:00,deposito,,internetbanking,TARIFA PACOTE SERVICOS
TRX000548,CT-00022,2026-07-21 00:00:00,debitocartao,280.06,aplicativo,NETFLIX.COM
TRX000391,CT-00763,2025-12-19 12:22:00,pix,-9108.63,atm,SUPERMERCADO BOM PRECO
TRX001239,CT-00365,2026-01-24 00:00:00,saque,128.47,agencia,TARIFA PACOTE SERVICOS
TRX001165,CT-00346,2025-02-10 05:54:00,saque,283.51,aplicativo,UBER *TRIP
TRX000175,CT-00891,2026-06-28 00:00:00,pagto,,aplicativo,IFOOD *IFOOD
TRX001791,CT-00291,2026-08-09 08:52:00,ted,899.49,app,IFOOD *IFOOD
TRX001145,CT-00498,2026-04-15 18:39:00,pix,-141.77,agencia,POSTO SHELL BR
TRX000626,CT-00094,2026-02-25 09:26:00,boleto,10337.56,app,TRANSF ENTRE CONTAS
TRX001015,CT-00264,2026-06-01 00:00:00,pagamento,14473.69,ib,PIX QR CODE
TRX002050,CT-00813,2026-04-01 10:23:00,depósito,,agencia,RENDIMENTO POUPANCA
TRX000273,CT-00431,2026-10-03 11:28:00,pix,825.77,internetbanking,IFOOD *IFOOD
TRX001279,CT-00772,2026-01-28 17:42:00,boleto,-74.05,caixaeletrônico,UBER *TRIP
TRX001443,CT-00834,2026-02-25 16:07:00,deposito,229.86,agência,
TRX001916,CT-00426,2025-10-12 07:20:00,depósito,471.59,agencia,PADARIA DO ZE
TRX001426,CT-00729,2026-04-23 00:00:00,boleto,6100.4,atm,PIX QR CODE
TRX001027,CT-00792,2026-12-06 14:42:00,saque,14115.36,agencia,NETFLIX.COM
TRX000698,CT-00390,2026-02-15 00:00:00,pix,1986.9,agencia,SUPERMERCADO BOM PRECO
TRX000399,CT-00895,2025-08-12 00:00:00,débitocartão,,app,IFOOD *IFOOD
TRX000051,CT-00957,2026-02-02 00:00:00,deposito,14.23,caixaeletrônico,SUPERMERCADO BOM PRECO
TRX001481,CT-00238,2026-03-06 20:24:00,deposito,5445.85,aplicativo,RENDIMENTO POUPANCA
TRX000104,CT-00992,2025-09-15 02:12:00,pagamento,995.0,caixaeletronico,
TRX000595,CT-00246,2026-02-16 12:48:00,saque,290.97,app,NETFLIX.COM
TRX001790,CT-00580,2026-07-31 00:00:00,pagamento,-667.02,agencia,TARIFA PACOTE SERVICOS
TRX000116,CT-00883,2025-10-26 00:00:00,saque,-516.82,agência,FOLHA PAGAMENTO
TRX001781,CT-00497,2026-01-03 00:00:00,pix,232.57,caixaeletronico,PADARIA DO ZE
TRX000646,CT-01032,2026-02-28 11:35:00,deposito,12.71,agencia,NETFLIX.COM
TRX000663,CT-00430,2025-08-12 00:00:00,ted,25.64,caixaeletronico,NETFLIX.COM
TRX001235,CT-00301,2026-08-11 09:49:00,pix,14786.49,internetbanking,POSTO SHELL BR
TRX001699,CT-00906,2026-07-24 21:29:00,deposito,246.27,agencia,IFOOD *IFOOD
TRX000432,CT-00420,2025-11-12 17:16:00,débitocartão,-261.21,agencia,POSTO SHELL BR
TRX001938,CT-00044,2026-04-04 00:00:00,pix,3234.34,app,
TRX001143,CT-00759,2026-08-01 00:00:00,pix,203.83,caixaeletrônico,PAG*MERCADOLIVRE
TRX000876,CT-00450,2026-06-30 00:00:00,ted,1455.26,aplicativo,UBER *TRIP
TRX001238,CT-00346,2025-11-28 00:00:00,boleto,1360.0,app,PADARIA DO ZE
TRX001193,CT-00813,2025-09-09 00:00:00,pagamento,286.16,aplicativo,
TRX000953,CT-00747,2026-02-26 00:00:00,saque,0.0,ib,AMAZON MKTPLACE
TRX001864,CT-00101,2026-02-27 00:00:00,pix,-1783.65,agencia,AMAZON MKTPLACE
TRX001495,CT-00603,2026-03-07 00:00:00,pix,360.62,internetbanking,TRANSF ENTRE CONTAS
TRX000333,CT-00629,2026-02-13 00:00:00,deposito,,app,AMAZON MKTPLACE
TRX001072,CT-00542,2026-06-30 03:58:00,pix,,agencia,TARIFA PACOTE SERVICOS
TRX001255,CT-00857,2026-05-22 00:00:00,débitocartão,-276.29,app,RENDIMENTO POUPANCA
TRX001754,CT-00933,2026-02-15 00:00:00,pagto,-152.75,agencia,SUPERMERCADO BOM PRECO
TRX001292,CT-00386,2026-01-14 00:00:00,boleto,559.4,agencia,PAG*MERCADOLIVRE
TRX002046,CT-00690,2025-06-08 00:00:00,ted,-759.99,caixaeletronico,FOLHA PAGAMENTO
TRX001664,CT-00026,2026-04-08 00:00:00,ted,1428.9,internetbanking,UBER *TRIP
TRX000840,CT-00770,2026-05-30 00:00:00,pix,-14.78,aplicativo,POSTO SHELL BR
TRX000338,CT-00520,2026-03-14 14:54:00,pix,1732.78,atm,
TRX001407,CT-00807,2026-01-24 00:00:00,ted,1624.9,ib,RENDIMENTO POUPANCA
TRX000770,CT-00299,2025-08-14 22:51:00,pix,-10.1,agência,PIX QR CODE
TRX000402,CT-00623,2026-03-14 00:00:00,depósito,135.91,agencia,UBER *TRIP
TRX000884,CT-00263,2026-03-21 00:00:00,pix,1965.3,agência,TARIFA PACOTE SERVICOS
TRX000581,CT-00813,2026-04-26 02:29:00,deposito,1973.25,app,FOLHA PAGAMENTO
TRX000949,CT-00592,2025-11-22 00:00:00,pagto,1114.55,app,SUPERMERCADO BOM PRECO
TRX001804,CT-00700,2025-10-29 00:00:00,saque,0.0,,FARMACIA SAO JOAO
TRX000415,CT-00485,2025-09-22 04:02:00,depósito,269.17,aplicativo,SUPERMERCADO BOM PRECO
TRX000505,CT-00432,2026-05-30 17:59:00,saque,104.05,internetbanking,AMAZON MKTPLACE
TRX001789,CT-00178,2025-08-29 21:00:00,saque,60.92,internetbanking,SUPERMERCADO BOM PRECO
TRX000797,CT-00160,2026-04-07 08:36:00,saque,-151.38,agencia,AMAZON MKTPLACE
TRX000606,CT-00617,2025-07-12 06:15:00,boleto,1916.76,aplicativo,UBER *TRIP
TRX001100,CT-00942,2025-12-25 17:12:00,deposito,220.66,ib,NETFLIX.COM
TRX000765,CT-00608,2026-11-04 09:24:00,pix,-90.0,agencia,NETFLIX.COM
TRX001937,CT-01020,2026-07-30 01:18:00,boleto,41017.12,ib,
TRX000429,CT-00614,2026-04-19 23:20:00,doc,1420.81,app,IFOOD *IFOOD
TRX001884,CT-00488,2025-12-10 00:00:00,ted,503.74,internetbanking,UBER *TRIP
TRX000896,CT-00417,2025-04-08 00:00:00,deposito,,aplicativo,PADARIA DO ZE
TRX000154,CT-00371,2025-10-17 00:00:00,ted,-42590.3,internetbanking,IFOOD *IFOOD
TRX001232,CT-00346,2025-08-15 00:00:00,pix,60447.51,atm,PAG*MERCADOLIVRE
TRX001352,CT-00361,2025-10-18 14:25:00,pix,100.49,agencia,IFOOD *IFOOD
TRX000181,CT-00259,2026-02-17 00:00:00,deposito,2048.48,agência,AMAZON MKTPLACE
TRX001155,CT-00813,2026-08-02 09:37:00,deposito,239.89,agência,NETFLIX.COM
TRX000776,CT-00800,2025-01-08 10:33:00,depósito,151.58,agência,POSTO SHELL BR
TRX001563,CT-00358,2026-03-14 00:00:00,pix,-10876.58,app,POSTO SHELL BR
TRX000367,CT-00964,2025-09-15 21:45:00,doc,131.14,ib,NETFLIX.COM
TRX001863,CT-00281,2026-01-25 00:00:00,saque,254.48,ib,POSTO SHELL BR
TRX000780,CT-00043,2026-05-24 00:00:00,depósito,190.28,agencia,AMAZON MKTPLACE
TRX000223,CT-00931,2025-11-21 00:00:00,saque,2938.12,app,SUPERMERCADO BOM PRECO
TRX001987,CT-00310,2026-05-08 00:00:00,saque,46.02,,AMAZON MKTPLACE
TRX001542,CT-00523,2025-10-16 00:00:00,compradébito,1642.21,app,NETFLIX.COM
TRX001254,CT-00592,2025-11-23 00:00:00,ted,1772.02,,TRANSF ENTRE CONTAS
TRX000944,CT-00498,2026-02-16 00:00:00,pagto,179.24,,TARIFA PACOTE SERVICOS
TRX001604,CT-00480,2026-08-07 04:13:00,boleto,14625.88,caixaeletrônico,RENDIMENTO POUPANCA
TRX001845,CT-00701,2026-01-23 00:00:00,pagamento,260.04,agencia,PADARIA DO ZE
TRX001469,CT-00004,2026-03-26 09:47:00,ted,4425.14,app,PAG*MERCADOLIVRE
TRX001941,CT-00930,2026-08-01 00:00:00,deposito,572.55,caixaeletronico,IFOOD *IFOOD
TRX000235,CT-00160,2025-09-11 00:00:00,saque,,aplicativo,RENDIMENTO POUPANCA
TRX000448,CT-00142,2026-02-25 00:00:00,ted,142.84,internetbanking,FOLHA PAGAMENTO
TRX001933,CT-00487,2025-06-09 04:32:00,saque,242.8,ib,SUPERMERCADO BOM PRECO
TRX000346,CT-00909,2026-03-23 00:00:00,pagto,25.79,caixaeletrônico,AMAZON MKTPLACE
TRX001078,CT-00054,2026-08-07 00:26:00,pagto,183.8,internetbanking,TARIFA PACOTE SERVICOS
TRX000599,CT-00914,2025-12-19 01:32:00,deposito,1158.53,agência,RENDIMENTO POUPANCA
TRX000405,CT-00469,2025-02-12 00:00:00,boleto,270.7,agencia,IFOOD *IFOOD
TRX001808,CT-00131,2026-07-02 16:49:00,boleto,10.71,app,RENDIMENTO POUPANCA
TRX000834,CT-00871,2026-07-27 09:26:00,boleto,152.79,agencia,TRANSF ENTRE CONTAS
TRX001116,CT-00821,2026-04-10 19:12:00,débitocartão,37944.49,app,UBER *TRIP
TRX000542,CT-00365,2025-09-19 00:00:00,depósito,228.71,internetbanking,NETFLIX.COM
TRX001928,CT-00455,2026-07-16 00:00:00,doc,364.93,app,FARMACIA SAO JOAO
TRX001543,CT-00034,2026-11-01 18:48:00,saque,-66.89,caixaeletrônico,TARIFA PACOTE SERVICOS
TRX001719,CT-00315,2025-12-14 00:00:00,saque,1529.41,ib,IFOOD *IFOOD
TRX000658,CT-00822,2026-04-17 00:00:00,pagamento,140.88,aplicativo,FARMACIA SAO JOAO
TRX000392,CT-00583,2026-01-17 14:38:00,ted,834.2,app,POSTO SHELL BR
TRX001092,CT-00140,2026-07-15 03:01:00,boleto,1272.56,caixaeletronico,TARIFA PACOTE SERVICOS
TRX000662,CT-00880,2026-07-26 00:00:00,débitocartão,-54.33,agência,UBER *TRIP
TRX000445,CT-00458,2026-04-23 00:00:00,ted,159.2,atm,POSTO SHELL BR
TRX000394,CT-00538,2026-02-05 06:05:00,deposito,1793.34,agencia,IFOOD *IFOOD
TRX001905,CT-00011,2025-11-08 05:52:00,saque,253.47,atm,
TRX000642,CT-00720,2026-06-28 23:31:00,pagto,9080.12,internetbanking,AMAZON MKTPLACE
TRX000254,CT-00819,2025-10-27 00:00:00,compradébito,39.99,atm,
TRX001166,CT-00894,2026-05-20 00:00:00,pix,1121.33,caixaeletrônico,TRANSF ENTRE CONTAS
TRX002068,CT-00569,2026-01-21 00:00:00,ted,63253.32,atm,UBER *TRIP
TRX000490,CT-00937,2026-01-14 00:00:00,doc,-289.37,ib,TRANSF ENTRE CONTAS
TRX000366,CT-00439,2025-10-11 00:00:00,doc,3556.4,atm,TRANSF ENTRE CONTAS
TRX001727,CT-00044,2026-01-10 00:00:00,saque,222.27,app,PAG*MERCADOLIVRE
TRX001755,CT-00377,2025-10-27 00:00:00,saque,91.91,agência,PAG*MERCADOLIVRE
TRX000558,CT-00387,2026-12-06 00:00:00,deposito,127.57,internetbanking,FARMACIA SAO JOAO
TRX000246,CT-00480,2026-02-13 00:00:00,pagamento,120.06,,NETFLIX.COM
TRX001997,CT-00174,2026-08-14 00:00:00,boleto,802.89,app,PAG*MERCADOLIVRE
TRX001210,CT-00815,2025-11-13 00:00:00,pagto,-983.83,caixaeletrônico,PADARIA DO ZE
TRX000071,CT-00201,2025-03-09 00:00:00,deposito,3454.72,agência,TARIFA PACOTE SERVICOS
TRX000215,CT-00111,2026-02-16 21:05:00,pagamento,1996.92,ib,FARMACIA SAO JOAO
TRX001400,CT-00234,2026-09-08 19:46:00,deposito,33674.94,agencia,
TRX000372,CT-00143,2025-10-21 10:08:00,pagamento,27996.85,internetbanking,PADARIA DO ZE
TRX001761,CT-00967,2025-12-22 00:00:00,débitocartão,-45863.28,internetbanking,IFOOD *IFOOD
TRX001366,CT-00806,2026-04-07 12:08:00,pix,137.44,,FOLHA PAGAMENTO
TRX000624,CT-00632,2026-06-28 00:00:00,boleto,923.4,app,AMAZON MKTPLACE
TRX000305,CT-00287,2026-04-22 04:02:00,pagto,-240.02,app,PADARIA DO ZE
TRX000042,CT-00674,2026-07-31 00:00:00,saque,275.88,app,RENDIMENTO POUPANCA
TRX000790,CT-00915,2026-07-02 06:05:00,compradébito,86.28,internetbanking,IFOOD *IFOOD
TRX001126,CT-00423,2026-04-27 00:12:00,debitocartao,-1328.61,app,PIX QR CODE
TRX000927,CT-00259,2025-11-20 00:00:00,boleto,1937.42,app,FOLHA PAGAMENTO
TRX001697,CT-00644,2026-05-28 00:00:00,ted,1453.37,aplicativo,FOLHA PAGAMENTO
TRX001367,CT-00109,2025-10-26 17:12:00,depósito,243.95,ib,POSTO SHELL BR
TRX001653,CT-00884,2026-05-21 02:26:00,saque,314.81,app,
TRX001821,CT-00924,2025-10-10 09:47:00,ted,253.03,internetbanking,NETFLIX.COM
TRX000531,CT-00924,2025-08-28 00:00:00,depósito,40.67,atm,TRANSF ENTRE CONTAS
TRX000713,CT-00494,2026-01-24 00:00:00,pagto,43097.24,agencia,NETFLIX.COM
TRX000940,CT-00341,2025-12-11 00:00:00,boleto,140.95,,TARIFA PACOTE SERVICOS
TRX001906,CT-00449,2026-02-15 15:12:00,saque,-12133.79,agencia,FOLHA PAGAMENTO
TRX000931,CT-00822,2025-09-25 23:20:00,deposito,1207.94,internetbanking,NETFLIX.COM
TRX001091,CT-00063,2026-02-18 00:00:00,saque,-7.81,internetbanking,TARIFA PACOTE SERVICOS
TRX000072,CT-00084,2025-10-12 00:00:00,ted,238.49,ib,
TRX001147,CT-00144,2025-09-13 08:58:00,deposito,58240.41,internetbanking,AMAZON MKTPLACE
TRX001375,CT-00624,2026-03-09 00:00:00,boleto,1849.62,agencia,FARMACIA SAO JOAO
TRX000016,CT-00454,2026-03-18 00:00:00,ted,56.35,,AMAZON MKTPLACE
TRX001580,CT-00164,2026-04-22 09:37:00,boleto,1769.04,app,NETFLIX.COM
TRX000950,CT-00872,2026-04-07 17:55:00,boleto,627.29,agência,AMAZON MKTPLACE
TRX001903,CT-00062,2026-06-14 02:29:00,pix,5642.18,aplicativo,NETFLIX.COM
TRX001875,CT-00262,2026-05-08 03:32:00,deposito,1352.16,caixaeletronico,PAG*MERCADOLIVRE
TRX000031,CT-00131,2026-02-10 00:00:00,ted,1483.39,,TARIFA PACOTE SERVICOS
TRX000438,CT-00337,2026-01-17 00:00:00,doc,275.14,internetbanking,PIX QR CODE
TRX001701,CT-00267,2025-11-26 08:36:00,pagamento,585.34,internetbanking,PAG*MERCADOLIVRE
TRX000649,CT-00859,2026-01-01 19:08:00,débitocartão,,agencia,SUPERMERCADO BOM PRECO
TRX000818,CT-00126,2026-06-14 00:00:00,debitocartao,1869.35,app,NETFLIX.COM
TRX001335,CT-00516,2026-06-27 10:51:00,saque,47.08,internetbanking,POSTO SHELL BR
TRX000912,CT-00309,2025-09-19 00:00:00,doc,226.92,ib,RENDIMENTO POUPANCA
TRX001132,CT-00169,2025-10-18 00:00:00,depósito,,atm,IFOOD *IFOOD
TRX002013,CT-00455,2025-09-21 01:14:00,boleto,9261.86,agencia,PAG*MERCADOLIVRE
TRX000798,CT-00125,2025-09-17 00:00:00,doc,78.57,agencia,FOLHA PAGAMENTO
TRX001991,CT-00015,2025-08-20 00:00:00,depósito,76779.79,aplicativo,POSTO SHELL BR
TRX001936,CT-00143,2026-02-27 00:00:00,pagto,1733.35,ib,AMAZON MKTPLACE
TRX000744,CT-00856,2026-03-18 00:00:00,deposito,1636.44,agencia,SUPERMERCADO BOM PRECO
TRX000319,CT-00785,2025-12-25 00:00:00,débitocartão,19.54,agência,PADARIA DO ZE
TRX000846,CT-00210,2025-08-09 00:00:00,boleto,-111.94,app,SUPERMERCADO BOM PRECO
TRX001458,CT-00219,2025-12-03 00:00:00,boleto,164.28,app,PAG*MERCADOLIVRE
TRX000755,CT-00222,2026-06-28 00:00:00,pagamento,,app,UBER *TRIP
TRX001619,CT-00267,2025-11-30 21:32:00,boleto,307.5,aplicativo,PADARIA DO ZE
TRX000289,CT-00333,2026-09-05 00:00:00,ted,616.6,internetbanking,POSTO SHELL BR
TRX001213,CT-00019,2026-04-26 00:00:00,pix,-143.96,caixaeletrônico,PIX QR CODE
TRX000455,CT-00471,2026-02-27 09:48:00,compradébito,1632.29,caixaeletronico,SUPERMERCADO BOM PRECO
TRX001107,CT-00375,2025-08-13 00:00:00,saque,797.93,agencia,TRANSF ENTRE CONTAS
TRX000495,CT-00521,2026-08-02 00:00:00,compradébito,217.91,atm,RENDIMENTO POUPANCA
TRX000261,CT-00769,2025-09-23 02:12:00,boleto,-336.19,caixaeletrônico,PAG*MERCADOLIVRE
TRX001491,CT-00157,2026-03-07 09:03:00,compradébito,7756.9,internetbanking,FARMACIA SAO JOAO
TRX001656,CT-00414,2026-05-27 00:00:00,boleto,1753.15,agencia,TRANSF ENTRE CONTAS
TRX000828,CT-00386,2026-05-30 05:37:00,pix,-170.5,agencia,FARMACIA SAO JOAO
TRX000524,CT-00555,2026-07-13 00:00:00,saque,-148.12,caixaeletronico,FOLHA PAGAMENTO
TRX001137,CT-00310,2026-03-13 12:06:00,pix,27.46,caixaeletrônico,RENDIMENTO POUPANCA
TRX001060,CT-00900,2025-09-13 05:37:00,doc,2968.87,caixaeletrônico,RENDIMENTO POUPANCA
TRX000430,CT-00513,2026-01-03 00:00:00,compradébito,-94.5,agencia,NETFLIX.COM
TRX001465,CT-00739,2025-10-11 00:00:00,debitocartao,12865.39,caixaeletronico,TRANSF ENTRE CONTAS
TRX001326,CT-00296,2026-09-01 12:30:00,compradébito,52.12,app,SUPERMERCADO BOM PRECO
TRX001872,CT-00119,2025-12-13 02:41:00,pagto,-9729.25,ib,IFOOD *IFOOD
TRX000909,CT-00581,2025-11-09 12:10:00,boleto,0.0,agência,PAG*MERCADOLIVRE
TRX000200,CT-00430,2026-02-28 00:00:00,saque,-383.95,ib,RENDIMENTO POUPANCA
TRX000268,CT-00104,2026-11-04 00:00:00,ted,-205.77,caixaeletrônico,PAG*MERCADOLIVRE
TRX002027,CT-00953,2025-04-11 00:00:00,boleto,259.24,ib,AMAZON MKTPLACE
TRX000599,CT-00914,2025-12-19 01:32:00,deposito,1158.53,agência,RENDIMENTO POUPANCA
TRX001840,CT-00287,2026-05-24 00:00:00,boleto,135.27,caixaeletrônico,
TRX001383,CT-00721,2026-06-06 21:54:00,deposito,224.18,aplicativo,TRANSF ENTRE CONTAS
TRX000701,CT-00217,2026-08-04 13:34:00,compradébito,1929.55,caixaeletronico,NETFLIX.COM
TRX000970,CT-00523,2026-02-02 16:00:00,pix,-2655.05,aplicativo,SUPERMERCADO BOM PRECO
TRX001898,CT-00521,2026-06-20 00:00:00,pix,1939.26,atm,
TRX001949,CT-00083,2026-08-13 00:00:00,ted,192.29,caixaeletrônico,NETFLIX.COM
TRX000050,CT-00077,2026-03-31 03:05:00,pix,-260.41,app,TARIFA PACOTE SERVICOS
TRX000385,CT-00022,2026-05-16 00:00:00,boleto,-227.68,internetbanking,
TRX001424,CT-00058,2026-01-30 00:00:00,boleto,44735.48,agencia,SUPERMERCADO BOM PRECO
TRX001345,CT-00556,2026-12-05 00:00:00,saque,899.32,app,IFOOD *IFOOD
TRX000013,CT-00622,2025-12-23 00:00:00,ted,656.92,ib,PADARIA DO ZE
TRX000044,CT-00782,2025-10-27 07:53:00,pix,489.71,ib,FARMACIA SAO JOAO
TRX001734,CT-00270,2025-10-21 00:00:00,pix,132.11,,TRANSF ENTRE CONTAS
TRX001385,CT-00806,2025-08-30 00:00:00,pix,-7037.45,atm,TARIFA PACOTE SERVICOS
TRX001842,CT-00267,2025-10-17 00:00:00,boleto,20502.35,agência,FARMACIA SAO JOAO
TRX000781,CT-00947,2026-05-22 20:18:00,saque,63.22,aplicativo,NETFLIX.COM
TRX000812,CT-00025,2026-10-07 00:00:00,doc,459.56,internetbanking,UBER *TRIP
TRX000481,CT-00748,2025-11-28 14:48:00,boleto,291.49,agencia,PADARIA DO ZE
TRX000617,CT-00012,2026-04-22 07:43:00,pagamento,5541.86,internetbanking,
TRX001183,CT-00540,2025-11-22 00:00:00,depósito,59.6,app,NETFLIX.COM
TRX000980,CT-00909,2026-02-13 00:00:00,débitocartão,-129.89,app,IFOOD *IFOOD
TRX001968,CT-00872,2025-08-09 21:31:00,doc,-74.7,aplicativo,PIX QR CODE
TRX001490,CT-00834,2026-10-03 17:53:00,compradébito,273.01,internetbanking,SUPERMERCADO BOM PRECO
TRX001174,CT-00890,2025-10-14 00:00:00,pix,39.08,agencia,PADARIA DO ZE
TRX000363,CT-00041,2025-11-13 01:02:00,deposito,943.65,agência,TARIFA PACOTE SERVICOS
TRX001571,CT-00115,2025-08-27 00:00:00,boleto,1416.16,,FOLHA PAGAMENTO
TRX001266,CT-00317,2026-04-14 23:00:00,saque,8157.81,internetbanking,TARIFA PACOTE SERVICOS
TRX001086,CT-00152,2025-11-25 19:03:00,pagamento,-256.22,ib,FARMACIA SAO JOAO
TRX000687,CT-00731,2026-06-11 11:25:00,pix,216.02,ib,AMAZON MKTPLACE
