id_conta;ID_CLIENTE;Agência;Tipo de Conta;Saldo Atual;Data Abertura ;STATUS;Limite Cheque Especial
CT-00300;CLT-0719;1200;PP;R$ 72.338,30;15/02/17;ATIVA;R$ 1.000,00
CT-00524;CLT-0833;0521;Conta Salário;50.239,54;10/09/2020;Ativa;R$ 5000.00
CT-00003;CLT-0572;0034;Corrente;sem info;30/03/2016;Bloqueada;0.00
CT-00334;clt-0279;0001;CC;84.549,64;20-12-2024;;5.000,00
CT-00503;CLT-0082;1200;PP;31104.99;20/08/2017;Ativa;1000.00
CT-00046;CLT-0356;0034;poupança;45467.17;06/06/2023;Ativa;-
CT-00163;CLT-0126;1200;poupanca;35.314,44;2025-07-21;ATIVA;500,00
CT-00378;CLT-0579;0102;POUPANCA;-;2026-07-19;ativa;R$ 500,00
CT-00631;CLT-0604;0347;corrente;R$ 4.087,29;18/03/2020;Ativa;5000,00
CT-00948;clt-0212;0347;corrente;R$ 43842.69;28/01/2026;Ativa;R$ 1.000,00
CT-00072;CLT-0383;0001;Poupança;R$ 67.761,97;2017-04-20;Encerrada;500,00
CT-00931;CLT-0735;0347;CORRENTE;76.479,02;20/08/2017;Bloqueada;R$ 1000.00
CT-00618;CLT-0052;0347;c/c;R$ 37.718,49;2025-07-11;Ativa;2500.00
CT-00079;CLT-0459;0521;poupança;54533.62;2026-01-25;ATIVA;2500.00
CT-00802;CLT-0038;0001;Poupança;34243.09;20/02/18;ATIVA;5000.00
CT-00346;CLT-0388;0001;salário;31174,33;26/01/2022;Ativa;-
CT-00256;CLT-0521 ;0521;Poupança;33889,49;06-out-2021;Ativa;R$ 5.000,00
CT-00718;CLT-0066 ;0521;POUPANÇA;R$ 21.760,75;2020-07-05;Ativa;1.000,00
CT-00385;CLT-0212;0102;poupança;55353.80;06-05-2025;ativa;R$ 1000.00
CT-00915;CLT-0717;1200;Corrente;R$ 6348.73;28/12/2024;Encerrada;0.00
CT-00022;CLT-0199;1200;CORRENTE;18466.56;2025-08-22;ATIVA;R$ 1.000,00
CT-00471;CLT-0691;0001;Corrente;57.314,67;2025-11-05;encerrada;5000,00
CT-00053;CLT-0124;1200;salario;79203.20;02/12/2018;ativa;0,00
CT-00787;CLT-0189;0001;CORRENTE;-564.61;04/07/2015;;R$ 0,00
CT-00577;CLT-0172;0034;corrente;R$ 21.133,80;28-05-2019;ativa;R$ 2500.00
CT-00677;CLT-0120;0102;Corrente;53807.68;2023-05-11;Bloqueada;2500.00
CT-00087;CLT-0368 ;0001;Corrente;62.972,10;26-05-2019;Ativa;500.00
CT-00456;CLT-0396;0347;Corrente;R$ 76.612,17;2016-12-03;Ativa;0.00
CT-00363;CLT-0391;0521;CC;R$ 80.788,84;16/04/2020;Ativa;500,00
CT-00574;CLT-0387;0347;Corrente;R$ 6246.40;23-06-2024;ativa;R$ 2.500,00
CT-00319;CLT-0129;0001;Corrente;19.649,29;2016-08-10;Ativa;R$ 2500.00
CT-00537;CLT-0336;1200;Poupança;70.171,24;22-02-2021;Encerrada;R$ 2500.00
CT-00929;CLT-0496;0034;corrente;R$ 29.817,11;19-09-2019;ativa;0,00
CT-00922;CLT-0736;0034;corrente;R$ 9.799,08;06-12-2020;ATIVA;R$ 2500.00
CT-00556;CLT-0479;1200;salário;69.375,59;13/07/2015;Ativa;2.500,00
CT-00299;CLT-0574;0034;Corrente;R$ 84.201,74;17/04/2021;ATIVA;R$ 10000.00
CT-00580;CLT-0270;0347;Corrente;R$ 50.621,38;2025-08-04;;0,00
CT-00698;CLT-0562;0001;corrente;56602,41;17/05/2026;Ativa;R$ 500,00
CT-00446;CLT-0129 ;0034;CORRENTE;R$ 51185.59;10/06/2016;Ativa;5.000,00
CT-00165;CLT-0507;0034;poupança;72405,39;09/03/2025;Encerrada;R$ 500,00
CT-00251;CLT-0031;0102;POUPANCA;74.400,00;2020-09-25;ATIVA;0.00
CT-00312;CLT-0836;0034;Salário;R$ 34.744,19;20-06-2019;Ativa;2500.00
CT-00293;CLT-0619;0347;corrente;R$ 64.166,04;07-08-2020;ativa;5000,00
CT-00227;CLT-0062;0347;POUPANÇA;(9.838,37);2023-07-16;Ativa;10000.00
CT-00816;CLT-0481;0102;Corrente;49276.83;19-04-2018;Ativa;500,00
CT-00602;CLT-0811;0521;SALÁRIO;R$ 55561.49;30-09-2024;Ativa;500,00
CT-00026;CLT-0232;0102;Poupança;R$ 31.345,54;2022-04-30;Ativa;R$ 500,00
CT-00119;CLT-0600;0102;Poupança;R$ 66481.72;2025-08-13;Ativa;R$ 2.500,00
CT-00195;CLT-0102;0001;CC;53251.48;24/12/2018;Ativa;R$ 2.500,00
CT-00221;CLT-0453;0001;c/c;51.603,10;29/01/2023;ativa;R$ 0,00
CT-00815;CLT-0605;0034;Corrente;R$ 22.828,91;2016-06-08;Ativa;0,00
CT-00534;CLT-0649;0521;corrente;80.107,93;18/07/18;Ativa;R$ 500.00
CT-00783;CLT-0246;1200;corrente;R$ 75.569,97;26-07-2026;ativa;0,00
CT-00861;CLT-0816;0034;CORRENTE;32171,21;24-06-2021;Ativa;10000,00
CT-00011;clt-0040;0347;Corrente;R$ 83.536,37;11/05/25;ativa;10000,00
CT-00475;clt-0660;0521;corrente;55.005,18;2018-06-08;Ativa;R$ 5.000,00
CT-00529;CLT-0552;0347;Corrente;73.798,82;12/01/2022;encerrada;R$ 10.000,00
CT-00695;CLT-0087;0034;corrente;R$ 19840.79;01-nov-2015;Bloqueada;500.00
CT-00498;CLT-0737;0102;corrente;R$ 441,42;26-nov-2016;bloqueada;R$ 1000.00
CT-00563;CLT-0127;0347;Poupança;R$ 24.882,05;2023-09-25;Ativa;500,00
CT-00940;CLT-0160;0034;poupança;16.402,30;13/07/2015;Ativa;R$ 0,00
CT-00383;CLT-0725;0034;POUPANÇA;66944.79;02-07-2021;Ativa;1.000,00
CT-00636;CLT-0229;0521;Poupança;R$ 26031.16;2018-10-30;Ativa;R$ 1.000,00
CT-00715;CLT-0640;0001;corrente;9.596,63;2020-04-13;ATIVA;2.500,00
CT-00220;CLT-0518;0102;corrente;33188.66;09/09/2023;Ativa;5.000,00
CT-00377;CLT-0822;0521;Corrente;R$ 2.549,51;18/08/2022;Ativa;5000.00
CT-00134;CLT-0383;0034;Corrente;(60.165,91);16/11/2018;Ativa;10000.00
CT-00254;CLT-0255;0102;CORRENTE;51582.25;2022-11-07;Ativa;500,00
CT-00185;CLT-0870;1200;poupança;50534.70;2021-11-08;Ativa;500,00
CT-00779;CLT-0407;0347;poupança;52371.95;31/07/2016;Ativa;R$ 5.000,00
CT-00074;clt-0158;1200;Poupança;R$ 23.922,44;15-10-2021;Bloqueada;2500.00
CT-00435;CLT-0395;0102;Corrente;R$ 5224.91;24/09/2022;encerrada;0,00
CT-00549;CLT-0415;1200;Corrente;(46.443,35);12-11-2015;Ativa;2500,00
CT-00200;CLT-0643;0521;Corrente;(55.780,74);25/10/2019;Ativa;R$ 10.000,00
CT-00406;clt-0798;0001;Corrente;R$ 7.414,62;27-03-2022;Ativa;0,00
CT-00629;CLT-0158;0102;POUPANÇA;R$ 57.364,45;25/02/2015;Ativa;R$ 0,00
CT-00661;CLT-0515;0521;Corrente;R$ 5.805,70;2015-02-27;ATIVA;0,00
CT-00017;CLT-0641;0001;Corrente;1544.76;04/06/2024;Ativa;R$ 5000.00
CT-00798;CLT-0253;0001;poupança;71625.25;03-06-2017;Ativa;2.500,00
CT-00736;CLT-0749;0034;Conta Salário;46517,58;09-08-2015;Ativa;500.00
CT-00130;CLT-0771;1200;CC;R$ 60.102,01;13/03/2019;Ativa;R$ 1.000,00
CT-00183;CLT-0009;1200;corrente;27.119,75;2019-06-10;Ativa;R$ 500,00
CT-00037;CLT-0348;0034;Corrente;R$ 10.606,73;2024-02-02;Ativa;2500.00
CT-00082;CLT-0067;1200;Corrente;13.064,66;2020-03-31;ativa;1000.00
CT-00415;CLT-0025;0521;Corrente;13.396,36;2020-06-08;Ativa;0,00
CT-00061;CLT-0217;0034;corrente;3.512,10;21/04/2025;encerrada;R$ 5.000,00
CT-00841;CLT-0343;0102;corrente;71531.07;05/07/2017;ATIVA;0.00
CT-00290;CLT-0455;0347;CC;sem info;2025-12-18;Ativa;0,00
CT-00766;CLT-0298;0347;corrente;R$ 15.090,87;2015-07-18;Ativa;R$ 10.000,00
CT-00044;CLT-0114;1200;POUPANÇA;56996,63;22/07/2025;Bloqueada;10000,00
CT-00113;CLT-0873;0102;Corrente;R$ 74.092,18;13/10/2020;Ativa;R$ 0,00
CT-00154;CLT-0683;0001;Poupança;23.461,33;2017-03-19;Ativa;R$ 10.000,00
CT-00494;CLT-0053;1200;Corrente;R$ 10.089,54;11/09/2021;Ativa;2.500,00
CT-00487;CLT-0872;0521;Poupança;R$ 36.799,68;2020-07-11;ATIVA;500,00
CT-00901;CLT-0063;1200;Salário;-;21/01/21;ativa;N/A
CT-00630;CLT-0765;1200;CORRENTE;35580.33;2025-07-02;ATIVA;R$ 10000.00
CT-00941;CLT-0839;0521;Corrente;2898.84;2025-05-07;ativa;5.000,00
CT-00785;CLT-0305 ;1200;poupança;R$ 13871.45;24/02/2017;ATIVA;R$ 1000.00
CT-00782;CLT-0598;0102;c/c;69253.06;25/12/2016;ATIVA;500.00
CT-00561;CLT-0753;0034;poupanca;16.423,58;2023-08-01;ativa;R$ 5.000,00
CT-00774;CLT-0321;0347;poupança;R$ 9.283,50;11/05/17;Ativa;2500.00
CT-00167;CLT-0223;0034;Poupança;R$ 11.120,15;18-jan-2017;Ativa;R$ 0,00
CT-00434;CLT-0003;0001;CORRENTE;N/A;09/04/2019;Ativa;R$ 1.000,00
CT-00789;CLT-0561;0034;Corrente;54664.78;16-02-2021;Ativa;1000.00
CT-00792;CLT-0633;0001;PP;R$ 19.361,51;29/04/2026;Encerrada;1000,00
CT-00468;CLT-0150;0521;corrente;23212.08;2020-11-13;Ativa;500,00
CT-00582;CLT-0400;0001;CORRENTE;34360,94;31/01/2020;;1.000,00
CT-00714;CLT-0616;0521;Corrente;R$ 65.703,09;09/11/2021;Ativa;N/A
CT-00294;CLT-0471;0521;Corrente;55339,14;2019-07-16;ATIVA;R$ 500.00
CT-00810;clt-0263;0034;CC;18251,21;20/05/2015;bloqueada;1000.00
CT-00942;CLT-0450;0034;Conta Salário;61791.66;09/01/2019;;-
CT-00544;CLT-0484;0347;POUPANÇA;R$ 33.472,68;15/11/2016;Ativa;0.00
CT-00121;CLT-0374;0347;PP;46716,30;2015-06-19;ativa;R$ 500,00
CT-00212;clt-0818;0034;Corrente;R$ 83.702,89;2024-11-16;ATIVA;R$ 500,00
CT-00765;CLT-0535;0347;Salário;40133.66;27/05/2025;Ativa;0,00
CT-00851;CLT-0601;1200;SALÁRIO;N/A;16/09/2025;ativa;R$ 2.500,00
CT-00872;CLT-0232;0102;Poupança;R$ 50540.66;17-02-2021;ativa;R$ 5.000,00
CT-00066;clt-0512;1200;corrente;R$ 73.681,83;14/08/2018;Bloqueada;1000,00
CT-00466;CLT-0666;0034;Corrente;2.509,44;11/07/2021;Encerrada;2500,00
CT-00399;CLT-0455;1200;corrente;R$ 48.001,25;26/08/24;encerrada;500,00
CT-00928;CLT-0027;0034;Poupança;24990.58;08/01/2016;ativa;500,00
CT-00705;CLT-0073;0102;PP;66118,93;27/09/2025;Ativa;10000.00
CT-00316;CLT-0173;0102;Corrente;10.796,47;19/08/2021;ATIVA;10000,00
CT-00545;CLT-0083;0347;salário;(44.477,39);13/08/2020;Bloqueada;R$ 1000.00
CT-00291;CLT-0273;0347;Corrente;R$ 74538.90;09/09/25;Ativa;10.000,00
CT-00341;CLT-0172;0102;Corrente;R$ 3787.98;12/06/2026;ATIVA;R$ 2.500,00
CT-00832;CLT-0051;0034;Corrente;R$ 69.380,77;30/06/2018;Encerrada;R$ 1.000,00
CT-00702;CLT-0874;0521;Corrente;19.852,87;2015-03-20;Bloqueada;R$ 2.500,00
CT-00609;CLT-0528;0034;c/c;11807.89;2015-08-04;ATIVA;2500.00
CT-00652;CLT-0832;0001;CORRENTE;R$ 5.540,59;18/04/2024;Encerrada;R$ 1.000,00
CT-00831;CLT-0064;1200;corrente;83114.96;19/05/2026;Ativa;R$ 10000.00
CT-00479;CLT-0353;0034;CORRENTE;R$ 7.661,13;2026-02-21;Ativa;R$ 2.500,00
CT-00100;CLT-0285;0001;Corrente;R$ 27388.48;26-03-2025;Encerrada;R$ 500,00
CT-00647;CLT-0538 ;0347;corrente;12761.74;20/06/2026;Ativa;R$ 10.000,00
CT-00667;CLT-0164;0347;CORRENTE;23498,66;18/08/2021;Ativa;0.00
CT-00533;CLT-0095;0347;CORRENTE;R$ 17.906,51;2019-10-12;Bloqueada;500,00
CT-00701;CLT-0530;0347;c/c;77399.63;21/03/2024;bloqueada;500,00
CT-00176;CLT-0195;0001;Corrente;11532,21;02/09/2020;Ativa;10000.00
CT-00735;CLT-0324;0102;PP;R$ 21.253,21;2020-09-13;Ativa;0,00
CT-00669;CLT-0379;0001;Salário;R$ 665,06;29/12/2024;Ativa;R$ 500,00
CT-00903;CLT-0639;1200;corrente;R$ 49677.56;2016-01-22;ativa;R$ 0,00
CT-00949;CLT-0031;1200;corrente;;2018-10-19;Bloqueada;2500.00
CT-00414;CLT-0507;0347;Corrente;14632.20;13/11/19;Ativa;sem info
CT-00505;CLT-0235;0521;Corrente;R$ 2567.19;11/09/20;Ativa;1.000,00
CT-00786;CLT-0073;0521;POUPANÇA;27.003,87;10/10/2020;Ativa;0,00
CT-00955;CLT-0143;0347;Corrente;45.299,59;03/10/2023;Encerrada;2.500,00
CT-00040;CLT-0289;0034;POUPANÇA;38.894,53;05-06-2017;Ativa;-
CT-00050;CLT-0286;0034;Poupança;73.831,26;17/07/2015;Ativa;10000.00
CT-00624;CLT-0286;0001;Corrente;R$ 76.802,87;30/12/2019;;10000,00
CT-00840;CLT-0272;1200;CORRENTE;R$ 8038.55;02/07/2018;Ativa;500,00
CT-00091;CLT-0539;0034;corrente;24380.65;10/09/2017;ativa;500,00
CT-00208;clt-0373;0001;corrente;53328,22;2016-12-27;Ativa;10.000,00
CT-00216;CLT-0465;0347;corrente;73320,57;18/07/2018;Bloqueada;0,00
CT-00101;clt-0703;0347;Corrente;56766.88;2022-02-26;Ativa;R$ 5.000,00
CT-00723;CLT-0284;1200;Corrente;81831,00;19/07/2022;bloqueada;R$ 500,00
CT-00676;clt-0753;0102;CORRENTE;R$ 50.164,22;24/10/22;Bloqueada;sem info
CT-00250;CLT-0743;0347;Poupança;R$ 70668.45;21-08-2020;;R$ 500,00
CT-00117;CLT-0543;0034;Corrente;51053.57;18/04/2019;;1.000,00
CT-00139;CLT-0423;0034;CORRENTE;R$ 27.172,71;19/11/2015;Encerrada;500.00
CT-00358;clt-0153;0001;CORRENTE;34.009,64;30/05/2024;Bloqueada;2500,00
CT-00694;CLT-0696;0521;PP;11437,96;29/08/2015;Ativa;R$ 5.000,00
CT-00806;CLT-0422;0001;CORRENTE;R$ 52.970,49;13/07/2023;ativa;10000,00
CT-00172;CLT-0700;0001;Poupança;R$ 20.797,40;03/10/2022;Ativa;R$ 10.000,00
CT-00073;CLT-0277;0521;Poupança;42407.57;2019-04-02;Bloqueada;1000,00
CT-00076;CLT-0427;0001;c/c;24918.55;18/02/2017;ATIVA;0,00
CT-00295;CLT-0229;1200;Poupança;R$ 80893.71;19/09/2022;Ativa;R$ 10.000,00
CT-00337;CLT-0684;0034;Conta Salário;R$ 70956.91;2022-12-14;ativa;R$ 5.000,00
CT-00411;CLT-0373;1200;corrente;R$ 75787.61;31/10/2016;ativa;2500.00
CT-00361;CLT-0223;1200;Salário;R$ 19.488,35;30/03/22;ativa;500,00
CT-00567;CLT-0560;0102;Corrente;R$ 41.218,90;09-09-2025;Ativa;5.000,00
CT-00643;CLT-0135;1200;Corrente;R$ 4077.53;2024-09-13;Ativa;R$ 10.000,00
CT-00745;CLT-0646;0001;salário;R$ 31.826,82;2025-12-17;Ativa;R$ 500,00
CT-00663;CLT-0664;0521;corrente;84265.35;12-03-2026;Ativa;
CT-00127;CLT-0404;0001;Corrente;68873.86;28-03-2021;Ativa;R$ 2.500,00
CT-00210;CLT-0083;0102;Corrente;R$ 8375.99;2024-02-16;Ativa;10.000,00
CT-00748;CLT-0839;0102;Corrente;8.936,55;20/08/2025;ativa;R$ 2.500,00
CT-00397;CLT-0413;0521;poupança;;2024-06-06;Ativa;2500,00
CT-00452;CLT-0588;1200;Corrente;49.882,15;2023-03-14;Ativa;1000,00
CT-00238;CLT-0039;0102;CORRENTE;R$ 4.687,96;15/07/25;ATIVA;500,00
CT-00645;CLT-0718;1200;corrente;52.973,01;24/04/24;ativa;1000.00
CT-00447;CLT-0433;0034;Salário;45.830,18;20/07/2017;Encerrada;R$ 2500.00
CT-00814;CLT-0027;1200;c/c;27.863,37;2015-11-15;ATIVA;1.000,00
CT-00813;CLT-0214;1200;corrente;61758.96;24/06/2021;Ativa;1.000,00
CT-00913;CLT-0670;0001;POUPANÇA;18.740,99;20/01/2015;ATIVA;1.000,00
CT-00187;CLT-0052;1200;CORRENTE;31811.55;2015-02-09;Ativa;5000.00
CT-00344;CLT-0443;1200;Corrente;R$ 18.002,28;2017-07-22;ativa;R$ 2500.00
CT-00650;CLT-0525;0347;CC;382,88;2018-09-22;Ativa;R$ 10000.00
CT-00359;CLT-0647;0102;poupanca;24.030,55;02/04/2017;Encerrada;sem info
CT-00275;CLT-0016;0347;CORRENTE;33818.48;09-10-2015;ativa;2.500,00
CT-00904;CLT-0502;0347;c/c;R$ 69.835,22;25/07/15;ativa;0,00
CT-00535;clt-0268;1200;Corrente;R$ 71566.64;08/01/22;Ativa;R$ 1.000,00
CT-00773;CLT-0319;0034;POUPANÇA;R$ 7.056,19;2016-10-13;Encerrada;5.000,00
CT-00761;CLT-0696;0034;PP;51836.19;27/02/2018;ativa;R$ 10.000,00
CT-00569;CLT-0595;0521;POUPANÇA;6.186,62;2026-05-16;Ativa;10000,00
CT-00422;CLT-0092;0102;corrente;1440,89;05/10/15;Ativa;5.000,00
CT-00031;CLT-0051;0347;salario;R$ 59587.59;05/08/2019;Bloqueada;2500.00
CT-00653;CLT-0465;0001;Corrente;R$ 27.610,89;2025-04-23;;500.00
CT-00263;CLT-0317;0034;corrente;R$ 591,79;10/11/2017;Ativa;R$ 5.000,00
CT-00671;CLT-0392;0001;SALÁRIO;20.224,93;12/11/20;Ativa;0.00
CT-00219;CLT-0348;1200;CORRENTE;R$ 22.771,65;17/09/2021;ATIVA;10000.00
CT-00318;CLT-0252;0347;Corrente;R$ 82.777,26;16/05/2017;ativa;0,00
CT-00317;CLT-0403;0001;c/c;46.687,45;2024-03-19;Ativa;R$ 0,00
CT-00077;CLT-0223;0001;poupanca;R$ 18.134,47;24/10/2017;ativa;10000,00
CT-00957;CLT-0751;0521;corrente;R$ 28.272,24;07/02/2024;Ativa;
CT-00482;CLT-0870;1200;POUPANÇA;50682.08;2019-02-01;Ativa;2.500,00
CT-00060;CLT-0450;0001;corrente;58.113,28;15/04/2025;encerrada;R$ 0.00
CT-00098;CLT-0710;0521;Poupança;43239,28;21-02-2026;ATIVA;2.500,00
CT-00874;CLT-0365;0102;CORRENTE;R$ 36.633,30;07-abr-2019;Ativa;1.000,00
CT-00717;CLT-0764;0102;PP;20.286,05;24/09/2021;Ativa;R$ 10.000,00
CT-00564;CLT-0438;0347;corrente;R$ 25072.76;19/08/2017;Ativa;5.000,00
CT-00882;clt-0703;0034;c/c;40.801,63;02/04/2015;ativa;5000.00
CT-00083;CLT-0674;0347;Corrente;30866.09;2024-07-25;Ativa;2500,00
CT-00625;CLT-0109;1200;PP;-195,84;05/11/2021;Ativa;R$ 1.000,00
CT-00339;CLT-0102;0521;CORRENTE;R$ 84970.34;06/07/2025;Bloqueada;R$ 2.500,00
CT-00224;CLT-0651 ;0347;corrente;sem info;2021-12-10;Ativa;500.00
CT-00058;CLT-0434;0034;CORRENTE;R$ 40.458,97;2024-01-17;Ativa;10.000,00
CT-00419;CLT-0655;0521;corrente;23195.61;2026-04-06;Encerrada;0.00
CT-00764;CLT-0811;0521;Corrente;R$ 4.836,63;2019-08-05;Ativa;1.000,00
CT-00891;CLT-0860;0001;Corrente;21.071,28;20/06/2016;encerrada;1.000,00
CT-00362;CLT-0038;0521;salario;56.591,28;2017-10-20;ATIVA;0,00
CT-00937;CLT-0344;1200;CORRENTE;37467.56;2016-05-14;ATIVA;2500.00
CT-00365;CLT-0876;0521;CORRENTE;R$ 29.249,78;03/06/2021;Ativa;500.00
CT-00133;CLT-0461;0521;CORRENTE;R$ 14367.38;16/08/2022;ativa;500.00
CT-00557;clt-0193;0102;salário;75996.74;04/01/2026;Bloqueada;R$ 2.500,00
CT-00641;CLT-0757;0347;PP;83.639,50;27-02-2023;Encerrada;10.000,00
CT-00690;CLT-0091;0347;Poupança;24.704,49;20/04/2015;ATIVA;R$ 2.500,00
CT-00059;CLT-0378;0001;Poupança;16.839,98;2020-06-24;Ativa;1000.00
CT-00623;CLT-0549;0001;Poupança;79592,61;2020-05-19;Encerrada;2500.00
CT-00687;CLT-0088;1200;Corrente;(62.637,28);21/02/2020;Ativa;10.000,00
CT-00960;CLT-0742;1200;Corrente;R$ 69.532,36;12/07/20;Ativa;10.000,00
CT-00289;CLT-0425 ;0521;POUPANÇA;49380.12;09-01-2018;Encerrada;R$ 500,00
CT-00345;CLT-0343;0034;poupanca;38.306,66;20-set-2015;Bloqueada;R$ 2.500,00
CT-00489;CLT-0500;0102;Corrente;R$ 54.376,03;2017-04-08;Ativa;N/A
CT-00780;CLT-0585;0102;POUPANÇA;R$ 80.166,59;09-jul-2016;Ativa;R$ 5.000,00
CT-00129;CLT-0602;0102;Conta Salário;36.205,92;04/02/2019;Ativa;R$ 500,00
CT-00613;CLT-0760;1200;PP;61217.33;20/06/2022;;R$ 1.000,00
CT-00233;CLT-0084;0001;Corrente;55537,49;11/07/15;Ativa;500,00
CT-00051;CLT-0477;0001;corrente;38.112,76;2017-05-11;Bloqueada;2500.00
CT-00749;CLT-0441;0001;CORRENTE;R$ 51.623,88;19/04/2025;Ativa;-
CT-00240;clt-0145;0521;Poupança;43.630,88;2019-01-10;Ativa;R$ 1000.00
CT-00303;CLT-0731;0521;PP;2722,22;14/01/2022;Ativa;R$ 10.000,00
CT-00115;CLT-0435;0347;CC;68926.44;09/09/2017;Ativa;R$ 2.500,00
CT-00917;CLT-0694;1200;Poupança;R$ 60.005,92;09/05/2016;ativa;R$ 0,00
CT-00106;clt-0838;0102;Poupança;8.419,58;2026-01-11;ativa;0,00
CT-00401;CLT-0259;0521;c/c;R$ 46.821,35;2025-12-01;Ativa;2.500,00
CT-00673;CLT-0343;1200;Poupança;R$ 57.304,34;07/03/2024;bloqueada;R$ 5.000,00
CT-00002;CLT-0859;0001;poupanca;R$ 67.877,17;10/04/18;Ativa;10000.00
CT-00710;CLT-0314;0034;Poupança;76934,62;2018-07-19;ATIVA;R$ 5.000,00
CT-00343;clt-0360;0034;Corrente;58.887,52;21-06-2018;Ativa;R$ 10.000,00
CT-00562;CLT-0477;0347;Corrente;71.942,47;2019-06-16;Ativa;0,00
CT-00124;CLT-0697;0521;poupança;R$ 79.261,92;07/01/2023;Ativa;500,00
CT-00253;CLT-0046;1200;corrente;R$ 55777.74;09/02/2026;Ativa;10000,00
CT-00353;CLT-0664;0001;Corrente;7121.99;29/05/2015;Ativa;5000,00
CT-00373;CLT-0154;1200;CORRENTE;55.701,90;2024-12-25;Ativa;5000.00
CT-00148;CLT-0696;0347;PP;R$ -83,85;09/02/21;Ativa;0,00
CT-00120;CLT-0281;0521;CORRENTE;N/A;28/09/2024;Ativa;10000.00
CT-00015;CLT-0126;0347;Corrente;82382.74;2024-04-20;encerrada;5000,00
CT-00559;CLT-0075;1200;Corrente;38.460,07;01/10/2022;ATIVA;R$ 1.000,00
CT-00504;CLT-0112;0347;Salário;41.010,17;08/09/23;Ativa;0.00
CT-00265;CLT-0704;0102;Poupança;R$ 55.792,20;26/06/19;Ativa;10000,00
CT-00395;CLT-0148;0347;corrente;14.465,07;2018-07-07;Ativa;R$ 10.000,00
CT-00700;CLT-0171;0347;Corrente;(20.860,66);2026-02-19;Ativa;R$ 500,00
CT-00601;CLT-0262;0521;CORRENTE;(37.137,85);06/03/2016;Encerrada;R$ 2.500,00
CT-00906;CLT-0671;1200;c/c;33.729,65;26/08/2015;Ativa;500.00
CT-00387;CLT-0452;0347;CC;48518.50;19-nov-2019;Ativa;0.00
CT-00858;CLT-0037;0102;Corrente;35067,88;25-07-2019;Ativa;R$ 1000.00
CT-00768;CLT-0687;1200;Corrente;R$ 20.770,85;28/08/2020;Ativa;2.500,00
CT-00628;CLT-0740;0001;poupanca;21.851,78;02/09/2015;encerrada;5000.00
CT-00174;CLT-0072;0521;CORRENTE;R$ 7.293,19;2020-06-08;Ativa;R$ 1.000,00
CT-00825;CLT-0165;1200;CORRENTE;-200.26;01/02/20;Ativa;10000.00
CT-00568;CLT-0424;0034;CORRENTE;R$ 71274.33;2015-12-20;Ativa;R$ 0,00
CT-00092;CLT-0596;0001;Poupança;R$ 24.258,66;13-mai-2015;;5.000,00
CT-00947;CLT-0301;0034;Corrente;75087.29;10-04-2026;ATIVA;R$ 5.000,00
CT-00054;CLT-0479;1200;CORRENTE;R$ 29.271,79;20/02/2026;Ativa;R$ 2500.00
CT-00659;clt-0517;0347;Corrente;R$ 57.145,66;2020-05-29;ativa;1.000,00
CT-00458;CLT-0239;0001;corrente;R$ 5.114,97;2020-05-18;Ativa;R$ 0,00
CT-00693;CLT-0436;0001;POUPANÇA;R$ 42700.99;02/11/2024;Encerrada;1000,00
CT-00144;CLT-0003;0347;Corrente;42.034,07;17-02-2018;ATIVA;500.00
CT-00769;CLT-0788;0001;Corrente;R$ 64.222,35;07/05/2025;Ativa;1000.00
CT-00398;CLT-0512;0102;poupança;81043,25;19-09-2023;Encerrada;R$ 500.00
CT-00001;CLT-0622;0347;Corrente;R$ 50034.76;28/11/2022;Ativa;R$ 0.00
CT-00626;CLT-0560 ;1200;poupanca;R$ 40.769,96;2016-08-18;encerrada;R$ 10.000,00
CT-00542;CLT-0045 ;0521;poupança;83.201,80;18/12/2024;Ativa;R$ 500,00
CT-00908;CLT-0565;0102;salário;47389.94;07-02-2025;Ativa;R$ 10000.00
CT-00664;CLT-0570;0102;CC;27.193,95;15-07-2021;Ativa;R$ 10000.00
CT-00483;CLT-0228;1200;poupanca;R$ 8.670,22;26/08/2016;Ativa;R$ 500,00
CT-00686;CLT-0412;0347;Corrente;sem info;10/07/2019;Ativa;R$ 5.000,00
CT-00246;CLT-0072;0347;Poupança;N/A;27/04/2015;Encerrada;1000.00
CT-00384;CLT-0251;0102;Corrente;78.895,58;2022-04-23;ativa;10000.00
CT-00934;CLT-0500;0001;Corrente;R$ 17.717,66;05/06/2021;Ativa;2500.00
CT-00767;CLT-0107;0034;Corrente;20.671,15;03/01/2020;Ativa;R$ 500,00
CT-00599;CLT-0536;0102;Corrente;10.816,50;13-fev-2026;Ativa;5.000,00
CT-00916;CLT-0125;0102;Poupança;5.920,81;2015-11-06;Ativa;R$ 10.000,00
CT-00511;CLT-0711;0102;Corrente;14.101,08;22/09/2019;Ativa;2500,00
CT-00921;CLT-0052;0001;Salário;37.799,83;15/05/2023;encerrada;0,00
CT-00081;CLT-0811;0347;PP;R$ 60034.91;31/01/2018;Ativa;500,00
CT-00750;CLT-0546;1200;corrente;64647.14;2022-06-04;ativa;1.000,00
CT-00392;CLT-0483;1200;CC;71.376,81;14-01-2018;Ativa;0,00
CT-00808;CLT-0607;1200;Poupança;5780,81;09/02/20;Ativa;0,00
