ID TRANSACAO,id conta,Data/Hora,Tipo Transação,VALOR,Canal,Descrição
TRX000860,CT-00233,11-08-2026,Pagamento,"R$ 122,78",Internet Banking,  PADARIA DO ZE  
TRX000325,CT-00520,2025-10-24 06:46,Pagamento,"R$ 623,81",Aplicativo,SUPERMERCADO BOM PRECO
TRX001095,CT-00221,10-09-2025 17:46,DEPOSITO,"R$ 248,54",,IFOOD *IFOOD
TRX000206,CT-00706,11/08/25 17:46,Boleto,"R$ 78,42",IB,RENDIMENTO POUPANCA
TRX001034,CT-00240,2025-09-22,Débito Cartão,273.01,,RENDIMENTO POUPANCA
TRX000209,CT-00102,28/09/2025 15:06,DEPOSITO,515.16,agencia,RENDIMENTO POUPANCA
TRX000549,CT-00114,08-10-2025,Saque,"R$ 60,89",Internet Banking,  PADARIA DO ZE  
TRX001686,CT-00689,2025-11-01,saque,0,App,TARIFA PACOTE SERVICOS
TRX000362,CT-00282,09-nov-2025,pagto,N/A,APP,AMAZON MKTPLACE
TRX001397,CT-00156,2026-05-21 15:34,Compra Débito,"R$ 367,40",app,
TRX002029,CT-00428,14/10/2025,DEPOSITO,"R$ 490,74",Internet Banking,PIX QR CODE
TRX000714,CT-00842,2025-11-02 13:59,pagto,"241,20",Internet Banking,PIX QR CODE
TRX001248,CT-00919,2025-09-03 11:44,boleto,"1.602,52",APP,FOLHA PAGAMENTO
TRX001231,CT-00336,26-02-2026,Boleto,"R$ 136,94",APP,FARMACIA SAO JOAO
TRX000619,CT-00504,04-01-2026,DEPOSITO,"R$ 106,58",Aplicativo,PAG*MercadoLivre
TRX000810,CT-00942,25/06/2026 15:54,pagto,"R$ 90,09",internet banking,IFOOD *IFOOD
TRX001937,CT-01020,2026-07-30 01:18,BOLETO,"R$ 41.017,12",IB,
TRX001021,CT-00272,12-10-2025,Compra Débito,"R$ 472,20",,FOLHA PAGAMENTO
TRX001509,CT-00111,2025-12-13,Débito Cartão,"-5,79",APP,AMAZON MKTPLACE
TRX000237,CT-00895,09-jun-2026 09:24,debito cartao,124.84,Internet Banking,RENDIMENTO POUPANCA
TRX001278,CT-00376,07/08/2026,ted,"-273,06",App,IFOOD *IFOOD
TRX001105,CT-00433,2026-07-17 11:02,deposito,"182,58",internet banking,PIX QR CODE
TRX001445,CT-00826,08/04/26,ted,"R$ 155,64",AGENCIA,NETFLIX.COM
TRX000347,CT-00650,2026-03-15 14:31,Pagamento,"1.634,07",AGENCIA,IFOOD *IFOOD
TRX000133,CT-00203,03/09/2025,pagto,280.68,App,PAG*MercadoLivre
TRX001882,CT-00943,05/07/26,BOLETO,N/A,Agência,PAG*MercadoLivre
TRX001796,CT-00813,22/12/2025,boleto,"1335,06",internet banking,PIX QR CODE
TRX001979,CT-00591,05-06-2026 04:49,Compra Débito,"-13.243,49",,IFOOD *IFOOD
TRX001911,CT-00535,02/09/2025,DOC,"83,18",ATM,PIX QR CODE
TRX001163,CT-00807,2026-01-25,TED,R$ 137.80,internet banking,SUPERMERCADO BOM PRECO
TRX002100,CT-00944,2026-06-25,Depósito,"888,35",internet banking,PIX QR CODE
TRX001398,CT-00268,06/09/2025 20:09,Compra Débito,9625.13,APP,IFOOD *IFOOD
TRX001152,CT-00067,23/08/2025,Pix,"177,26",IB,FARMACIA SAO JOAO
TRX000028,CT-00684,2026-02-26,boleto,"-144,53",App,UBER *TRIP
TRX001953,CT-00727,2025-12-30 15:27,pix,"R$ 82,56",IB,UBER *TRIP
TRX001405,CT-00164,2026-06-02,DEPOSITO,"R$ 2.980,00",internet banking,FARMACIA SAO JOAO
TRX001920,CT-00701,16/12/2025 18:40,Compra Débito,"139,81",Agência,AMAZON MKTPLACE
TRX001637,CT-00424,2026-05-18 13:29,PIX,"11211,61",ATM,PAG*MercadoLivre
TRX001892,CT-00140,20-mai-2026 16:15,PIX,R$ 1798.19,Aplicativo,
TRX001482,CT-00394,2026-02-03,DEPOSITO,"258,86",app,AMAZON MKTPLACE
TRX001228,CT-00782,2025-10-14 17:05,Saque,"R$ 1.699,55",caixa eletronico,UBER *TRIP
TRX000245,CT-00554,2025-12-03,pagto,187.10,IB,PIX QR CODE
TRX000994,CT-00588,04/08/2025,Saque,12516.36,Agência,AMAZON MKTPLACE
TRX000514,CT-01026,2026-07-22 00:09,Pix,R$ 1653.47,,FARMACIA SAO JOAO
TRX000526,CT-00889,10/04/2026 16:49,deposito,"17.141,94",ATM,  PADARIA DO ZE  
TRX002099,CT-00275,04-08-2026 19:47,TED,"-6.320,93",IB,FOLHA PAGAMENTO
TRX000955,CT-00698,29/08/2025,PIX,"R$ 4.859,19",AGENCIA,SUPERMERCADO BOM PRECO
TRX001724,CT-00935,26/06/2026 08:25,pagto,-877.55,agencia,NETFLIX.COM
TRX001122,CT-00321,10/08/2025,saque,-1253.21,Agência,TARIFA PACOTE SERVICOS
TRX001312,CT-00039,23-ago-2025,pix,"R$ 965,51",internet banking,
TRX002049,CT-00338,31/08/2025 12:31,pagto,"248,88",Agência,FARMACIA SAO JOAO
TRX000964,CT-00781,12/08/2025,Saque,-130.56,app,POSTO SHELL BR
TRX000572,CT-00581,2025-10-17 21:41,BOLETO,"-6048,05",IB,TARIFA PACOTE SERVICOS
TRX000086,CT-00158,24/02/2026,Depósito,"67,50",APP,NETFLIX.COM
TRX001751,CT-00843,01/01/2026,Depósito,"R$ 1.908,04",AGENCIA,POSTO SHELL BR
TRX001750,CT-00080,15/08/2025 19:39,Débito Cartão,N/A,caixa eletronico,FARMACIA SAO JOAO
TRX001878,CT-00502,2026-07-22,Pix,1486.14,Caixa Eletrônico,FOLHA PAGAMENTO
TRX001856,CT-00004,2025-12-27 16:26,Pagamento,"-1351,91",Internet Banking,NETFLIX.COM
TRX001203,CT-00634,08-06-2026 15:35,Depósito,"8528,62",ATM,UBER *TRIP
TRX001945,CT-00639,15/05/2026 03:04,DOC,5165.17,AGENCIA,AMAZON MKTPLACE
TRX001485,CT-00031,2025-12-30,Débito Cartão,"R$ 1.162,33",app,  PADARIA DO ZE  
TRX001633,CT-00847,2026-08-13 08:05,DEPOSITO,67150.92,internet banking,FOLHA PAGAMENTO
TRX001051,CT-00927,12/08/2025 15:38,pagto,-149.63,Agência,PAG*MercadoLivre
TRX000633,CT-00299,31/12/2025,deposito,,internet banking,TARIFA PACOTE SERVICOS
TRX000548,CT-00022,21/07/2026,debito cartao,"280,06",Aplicativo,NETFLIX.COM
TRX000391,CT-00763,19-12-2025 12:22,PIX,"-9.108,63",ATM,SUPERMERCADO BOM PRECO
TRX001239,CT-00365,24/01/2026,Saque,"R$ 128,47",AGENCIA,TARIFA PACOTE SERVICOS
TRX001165,CT-00346,02-out-2025 05:54,saque,"R$ 283,51",Aplicativo,UBER *TRIP
TRX000175,CT-00891,2026-06-28,pagto,N/A,Aplicativo,IFOOD *IFOOD
TRX001791,CT-00291,2026-08-09 08:52,TED,899.49,app,IFOOD *IFOOD
TRX001145,CT-00498,2026-04-15 18:39,Pix,"-141,77",agencia,POSTO SHELL BR
TRX000626,CT-00094,25/02/2026 09:26,Boleto,"R$ 10.337,56",APP,TRANSF ENTRE CONTAS
TRX001015,CT-00264,06/01/2026,Pagamento,14473.69,IB,PIX QR CODE
TRX002050,CT-00813,2026-04-01 10:23,Depósito,N/A,AGENCIA,RENDIMENTO POUPANCA
TRX000273,CT-00431,10/03/2026 11:28,PIX,"R$ 825,77",internet banking,IFOOD *IFOOD
TRX001279,CT-00772,2026-01-28 17:42,BOLETO,"-74,05",Caixa Eletrônico,UBER *TRIP
TRX001443,CT-00834,25/02/26 16:07,DEPOSITO,"229,86",Agência,
TRX001916,CT-00426,10-12-2025 07:20,Depósito,"R$ 471,59",agencia,  PADARIA DO ZE  
TRX001426,CT-00729,2026-04-23,boleto,"6.100,40",ATM,PIX QR CODE
TRX001027,CT-00792,12/06/2026 14:42,Saque,"14.115,36",agencia,NETFLIX.COM
TRX000698,CT-00390,2026-02-15,Pix,"1.986,90",agencia,SUPERMERCADO BOM PRECO
TRX000399,CT-00895,2025-08-12,Débito Cartão,,APP,IFOOD *IFOOD
TRX000051,CT-00957,02/02/2026,deposito,"14,23",Caixa Eletrônico,SUPERMERCADO BOM PRECO
TRX001481,CT-00238,2026-03-06 20:24,DEPOSITO,5445.85,Aplicativo,RENDIMENTO POUPANCA
TRX000104,CT-00992,2025-09-15 02:12,Pagamento,"R$ 995,00",caixa eletronico,
TRX000595,CT-00246,16/02/2026 12:48,Saque,"R$ 290,97",app,NETFLIX.COM
TRX001790,CT-00580,2026-07-31,Pagamento,"-667,02",agencia,TARIFA PACOTE SERVICOS
TRX000116,CT-00883,2025-10-26,saque,"-516,82",Agência,FOLHA PAGAMENTO
TRX001781,CT-00497,01/03/2026,Pix,"R$ 232,57",caixa eletronico,  PADARIA DO ZE  
TRX000646,CT-01032,28/02/2026 11:35,deposito,R$ 12.71,AGENCIA,NETFLIX.COM
TRX000663,CT-00430,08-dez-2025,TED,"25,64",caixa eletronico,NETFLIX.COM
TRX001235,CT-00301,2026-08-11 09:49,PIX,"R$ 14.786,49",internet banking,POSTO SHELL BR
TRX001699,CT-00906,24-jul-2026 21:29,deposito,"246,27",AGENCIA,IFOOD *IFOOD
TRX000432,CT-00420,11/12/2025 17:16,Débito Cartão,-261.21,agencia,POSTO SHELL BR
TRX001938,CT-00044,04/04/2026,Pix,"3.234,34",App,
TRX001143,CT-00759,08/01/2026,pix,"203,83",Caixa Eletrônico,PAG*MercadoLivre
TRX000876,CT-00450,30/06/26,TED,"R$ 1.455,26",Aplicativo,UBER *TRIP
TRX001238,CT-00346,28/11/2025,Boleto,"1.360,00",APP,  PADARIA DO ZE  
TRX001193,CT-00813,09/09/2025,Pagamento,286.16,Aplicativo,
TRX000953,CT-00747,26/02/2026,Saque,0,IB,AMAZON MKTPLACE
TRX001864,CT-00101,2026-02-27,Pix,"-1.783,65",AGENCIA,AMAZON MKTPLACE
TRX001495,CT-00603,03-07-2026,Pix,"R$ 360,62",internet banking,TRANSF ENTRE CONTAS
TRX000333,CT-00629,2026-02-13,deposito,N/A,APP,AMAZON MKTPLACE
TRX001072,CT-00542,30/06/26 03:58,PIX,N/A,AGENCIA,TARIFA PACOTE SERVICOS
TRX001255,CT-00857,2026-05-22,Débito Cartão,"-276,29",APP,RENDIMENTO POUPANCA
TRX001754,CT-00933,15/02/2026,pagto,-152.75,AGENCIA,SUPERMERCADO BOM PRECO
TRX001292,CT-00386,14/01/26,boleto,"559,40",AGENCIA,PAG*MercadoLivre
TRX002046,CT-00690,06/08/2025,TED,-759.99,caixa eletronico,FOLHA PAGAMENTO
TRX001664,CT-00026,04-ago-2026,TED,R$ 1428.90,internet banking,UBER *TRIP
TRX000840,CT-00770,30/05/2026,PIX,"-14,78",Aplicativo,POSTO SHELL BR
TRX000338,CT-00520,14-03-2026 14:54,Pix,"1732,78",ATM,
TRX001407,CT-00807,2026-01-24,TED,"R$ 1.624,90",IB,RENDIMENTO POUPANCA
TRX000770,CT-00299,2025-08-14 22:51,PIX,"-10,10",Agência,PIX QR CODE
TRX000402,CT-00623,2026-03-14,Depósito,135.91,agencia,UBER *TRIP
TRX000884,CT-00263,21/03/26,PIX,1965.30,Agência,TARIFA PACOTE SERVICOS
TRX000581,CT-00813,26/04/2026 02:29,deposito,"1.973,25",APP,FOLHA PAGAMENTO
TRX000949,CT-00592,2025-11-22,pagto,"R$ 1.114,55",APP,SUPERMERCADO BOM PRECO
TRX001804,CT-00700,29/10/2025,saque,0,,FARMACIA SAO JOAO
TRX000415,CT-00485,22/09/2025 04:02,Depósito,"269,17",Aplicativo,SUPERMERCADO BOM PRECO
TRX000505,CT-00432,2026-05-30 17:59,saque,"R$ 104,05",internet banking,AMAZON MKTPLACE
TRX001789,CT-00178,29/08/2025 21:00,saque,"60,92",Internet Banking,SUPERMERCADO BOM PRECO
TRX000797,CT-00160,04/07/2026 08:36,Saque,"-151,38",AGENCIA,AMAZON MKTPLACE
TRX000606,CT-00617,07-12-2025 06:15,BOLETO,R$ 1916.76,Aplicativo,UBER *TRIP
TRX001100,CT-00942,25/12/2025 17:12,deposito,"220,66",IB,NETFLIX.COM
TRX000765,CT-00608,11-04-2026 09:24,pix,-90.00,agencia,NETFLIX.COM
TRX001937,CT-01020,2026-07-30 01:18,BOLETO,"R$ 41.017,12",IB,
TRX000429,CT-00614,19-04-2026 23:20,DOC,1420.81,App,IFOOD *IFOOD
TRX001884,CT-00488,12/10/2025,TED,503.74,internet banking,UBER *TRIP
TRX000896,CT-00417,04/08/2025,deposito,N/A,Aplicativo,  PADARIA DO ZE  
TRX000154,CT-00371,17/10/2025,ted,"-42.590,30",Internet Banking,IFOOD *IFOOD
TRX001232,CT-00346,2025-08-15,PIX,"R$ 60.447,51",ATM,PAG*MercadoLivre
TRX001352,CT-00361,18/10/2025 14:25,Pix,"100,49",agencia,IFOOD *IFOOD
TRX000181,CT-00259,2026-02-17,DEPOSITO,R$ 2048.48,Agência,AMAZON MKTPLACE
TRX001155,CT-00813,08-02-2026 09:37,deposito,"R$ 239,89",Agência,NETFLIX.COM
TRX000776,CT-00800,01/08/25 10:33,Depósito,"151,58",Agência,POSTO SHELL BR
TRX001563,CT-00358,14-03-2026,Pix,"-10.876,58",APP,POSTO SHELL BR
TRX000367,CT-00964,2025-09-15 21:45,DOC,"R$ 131,14",IB,NETFLIX.COM
TRX001863,CT-00281,25/01/2026,Saque,"R$ 254,48",IB,POSTO SHELL BR
TRX000780,CT-00043,24/05/2026,Depósito,"R$ 190,28",AGENCIA,AMAZON MKTPLACE
TRX000223,CT-00931,2025-11-21,Saque,"R$ 2.938,12",app,SUPERMERCADO BOM PRECO
TRX001987,CT-00310,05-08-2026,Saque,46.02,,AMAZON MKTPLACE
TRX001542,CT-00523,16-10-2025,Compra Débito,"1642,21",app,NETFLIX.COM
TRX001254,CT-00592,23/11/25,TED,"1772,02",,TRANSF ENTRE CONTAS
TRX000944,CT-00498,2026-02-16,pagto,"179,24",,TARIFA PACOTE SERVICOS
TRX001604,CT-00480,08/07/2026 04:13,boleto,"14625,88",Caixa Eletrônico,RENDIMENTO POUPANCA
TRX001845,CT-00701,23-01-2026,Pagamento,"260,04",agencia,  PADARIA DO ZE  
TRX001469,CT-00004,26/03/2026 09:47,ted,"4.425,14",App,PAG*MercadoLivre
TRX001941,CT-00930,08-jan-2026,deposito,572.55,caixa eletronico,IFOOD *IFOOD
TRX000235,CT-00160,09/11/2025,saque,N/A,Aplicativo,RENDIMENTO POUPANCA
TRX000448,CT-00142,25-02-2026,TED,"R$ 142,84",Internet Banking,FOLHA PAGAMENTO
TRX001933,CT-00487,06/09/2025 04:32,saque,"242,80",IB,SUPERMERCADO BOM PRECO
TRX000346,CT-00909,23/03/26,pagto,"25,79",Caixa Eletrônico,AMAZON MKTPLACE
TRX001078,CT-00054,08/07/2026 00:26,pagto,"R$ 183,80",internet banking,TARIFA PACOTE SERVICOS
TRX000599,CT-00914,2025-12-19 01:32,DEPOSITO,"1158,53",Agência,RENDIMENTO POUPANCA
TRX000405,CT-00469,02/12/2025,BOLETO,"R$ 270,70",agencia,IFOOD *IFOOD
TRX001808,CT-00131,07/02/2026 16:49,BOLETO,"10,71",app,RENDIMENTO POUPANCA
TRX000834,CT-00871,27-07-2026 09:26,BOLETO,"R$ 152,79",AGENCIA,TRANSF ENTRE CONTAS
TRX001116,CT-00821,2026-04-10 19:12,Débito Cartão,"37944,49",APP,UBER *TRIP
TRX000542,CT-00365,2025-09-19,Depósito,R$ 228.71,Internet Banking,NETFLIX.COM
TRX001928,CT-00455,16/07/26,DOC,"R$ 364,93",App,FARMACIA SAO JOAO
TRX001543,CT-00034,11/01/2026 18:48,saque,"-66,89",Caixa Eletrônico,TARIFA PACOTE SERVICOS
TRX001719,CT-00315,2025-12-14,saque,"R$ 1.529,41",IB,IFOOD *IFOOD
TRX000658,CT-00822,2026-04-17,Pagamento,"R$ 140,88",Aplicativo,FARMACIA SAO JOAO
TRX000392,CT-00583,17/01/26 14:38,TED,"834,20",APP,POSTO SHELL BR
TRX001092,CT-00140,15/07/2026 03:01,boleto,"1.272,56",caixa eletronico,TARIFA PACOTE SERVICOS
TRX000662,CT-00880,26/07/2026,Débito Cartão,"-54,33",Agência,UBER *TRIP
TRX000445,CT-00458,2026-04-23,TED,159.20,ATM,POSTO SHELL BR
TRX000394,CT-00538,02-05-2026 06:05,deposito,"R$ 1.793,34",AGENCIA,IFOOD *IFOOD
TRX001905,CT-00011,11/08/2025 05:52,Saque,"R$ 253,47",ATM,
TRX000642,CT-00720,28-06-2026 23:31,pagto,R$ 9080.12,Internet Banking,AMAZON MKTPLACE
TRX000254,CT-00819,2025-10-27,Compra Débito,"39,99",ATM,
TRX001166,CT-00894,20-05-2026,PIX,1121.33,Caixa Eletrônico,TRANSF ENTRE CONTAS
TRX002068,CT-00569,21/01/2026,TED,"63.253,32",ATM,UBER *TRIP
TRX000490,CT-00937,14-01-2026,DOC,"-289,37",IB,TRANSF ENTRE CONTAS
TRX000366,CT-00439,2025-10-11,DOC,R$ 3556.40,ATM,TRANSF ENTRE CONTAS
TRX001727,CT-00044,2026-01-10,saque,R$ 222.27,app,PAG*MercadoLivre
TRX001755,CT-00377,27/10/2025,saque,"R$ 91,91",Agência,PAG*MercadoLivre
TRX000558,CT-00387,12/06/2026,deposito,R$ 127.57,internet banking,FARMACIA SAO JOAO
TRX000246,CT-00480,13-02-2026,Pagamento,"R$ 120,06",,NETFLIX.COM
TRX001997,CT-00174,14/08/2026,BOLETO,R$ 802.89,app,PAG*MercadoLivre
TRX001210,CT-00815,2025-11-13,pagto,"-983,83",Caixa Eletrônico,  PADARIA DO ZE  
TRX000071,CT-00201,03/09/2025,DEPOSITO,R$ 3454.72,Agência,TARIFA PACOTE SERVICOS
TRX000215,CT-00111,16/02/2026 21:05,Pagamento,R$ 1996.92,IB,FARMACIA SAO JOAO
TRX001400,CT-00234,09-08-2026 19:46,deposito,"33.674,94",agencia,
TRX000372,CT-00143,21/10/2025 10:08,Pagamento,"27.996,85",internet banking,  PADARIA DO ZE  
TRX001761,CT-00967,2025-12-22,Débito Cartão,"-45.863,28",internet banking,IFOOD *IFOOD
TRX001366,CT-00806,04-07-2026 12:08,pix,"137,44",,FOLHA PAGAMENTO
TRX000624,CT-00632,28/06/2026,boleto,"923,40",App,AMAZON MKTPLACE
TRX000305,CT-00287,22/04/2026 04:02,pagto,"-240,02",app,  PADARIA DO ZE  
TRX000042,CT-00674,31/07/2026,Saque,"R$ 275,88",app,RENDIMENTO POUPANCA
TRX000790,CT-00915,07/02/2026 06:05,Compra Débito,R$ 86.28,Internet Banking,IFOOD *IFOOD
TRX001126,CT-00423,27/04/2026 00:12,debito cartao,"-1.328,61",app,PIX QR CODE
TRX000927,CT-00259,20/11/2025,Boleto,"R$ 1.937,42",App,FOLHA PAGAMENTO
TRX001697,CT-00644,28-05-2026,TED,"1.453,37",Aplicativo,FOLHA PAGAMENTO
TRX001367,CT-00109,2025-10-26 17:12,Depósito,"R$ 243,95",IB,POSTO SHELL BR
TRX001653,CT-00884,21/05/2026 02:26,Saque,"314,81",app,
TRX001821,CT-00924,10/10/2025 09:47,TED,"R$ 253,03",internet banking,NETFLIX.COM
TRX000531,CT-00924,28-08-2025,Depósito,"40,67",ATM,TRANSF ENTRE CONTAS
TRX000713,CT-00494,24/01/2026,pagto,43097.24,agencia,NETFLIX.COM
TRX000940,CT-00341,12/11/2025,BOLETO,140.95,,TARIFA PACOTE SERVICOS
TRX001906,CT-00449,15/02/2026 15:12,saque,"-12.133,79",agencia,FOLHA PAGAMENTO
TRX000931,CT-00822,2025-09-25 23:20,deposito,"R$ 1.207,94",Internet Banking,NETFLIX.COM
TRX001091,CT-00063,18-02-2026,Saque,"-7,81",internet banking,TARIFA PACOTE SERVICOS
TRX000072,CT-00084,10-12-2025,ted,"238,49",IB,
TRX001147,CT-00144,13/09/2025 08:58,DEPOSITO,"58.240,41",Internet Banking,AMAZON MKTPLACE
TRX001375,CT-00624,2026-03-09,boleto,"R$ 1.849,62",AGENCIA,FARMACIA SAO JOAO
TRX000016,CT-00454,18-03-2026,TED,"56,35",,AMAZON MKTPLACE
TRX001580,CT-00164,22/04/2026 09:37,boleto,"R$ 1.769,04",APP,NETFLIX.COM
TRX000950,CT-00872,04/07/2026 17:55,boleto,"627,29",Agência,AMAZON MKTPLACE
TRX001903,CT-00062,14/06/26 02:29,PIX,"5.642,18",Aplicativo,NETFLIX.COM
TRX001875,CT-00262,2026-05-08 03:32,deposito,"R$ 1.352,16",caixa eletronico,PAG*MercadoLivre
TRX000031,CT-00131,2026-02-10,TED,"R$ 1.483,39",,TARIFA PACOTE SERVICOS
TRX000438,CT-00337,17-jan-2026,DOC,"R$ 275,14",Internet Banking,PIX QR CODE
TRX001701,CT-00267,26/11/2025 08:36,Pagamento,585.34,Internet Banking,PAG*MercadoLivre
TRX000649,CT-00859,2026-01-01 19:08,Débito Cartão,N/A,AGENCIA,SUPERMERCADO BOM PRECO
TRX000818,CT-00126,14-06-2026,debito cartao,"R$ 1.869,35",APP,NETFLIX.COM
TRX001335,CT-00516,2026-06-27 10:51,Saque,R$ 47.08,Internet Banking,POSTO SHELL BR
TRX000912,CT-00309,19-set-2025,DOC,226.92,IB,RENDIMENTO POUPANCA
TRX001132,CT-00169,18/10/2025,Depósito,N/A,ATM,IFOOD *IFOOD
TRX002013,CT-00455,21-09-2025 01:14,boleto,"9261,86",AGENCIA,PAG*MercadoLivre
TRX000798,CT-00125,17/09/2025,DOC,R$ 78.57,agencia,FOLHA PAGAMENTO
TRX001991,CT-00015,20/08/25,Depósito,R$ 76779.79,Aplicativo,POSTO SHELL BR
TRX001936,CT-00143,2026-02-27,pagto,"1.733,35",IB,AMAZON MKTPLACE
TRX000744,CT-00856,2026-03-18,deposito,"1.636,44",agencia,SUPERMERCADO BOM PRECO
TRX000319,CT-00785,2025-12-25,Débito Cartão,"19,54",Agência,  PADARIA DO ZE  
TRX000846,CT-00210,08-set-2025,Boleto,"-111,94",app,SUPERMERCADO BOM PRECO
TRX001458,CT-00219,2025-12-03,boleto,"R$ 164,28",APP,PAG*MercadoLivre
TRX000755,CT-00222,2026-06-28,Pagamento,,app,UBER *TRIP
TRX001619,CT-00267,30/11/2025 21:32,Boleto,"R$ 307,50",Aplicativo,  PADARIA DO ZE  
TRX000289,CT-00333,09-05-2026,ted,R$ 616.60,Internet Banking,POSTO SHELL BR
TRX001213,CT-00019,26/04/2026,PIX,-143.96,Caixa Eletrônico,PIX QR CODE
TRX000455,CT-00471,27/02/26 09:48,Compra Débito,R$ 1632.29,caixa eletronico,SUPERMERCADO BOM PRECO
TRX001107,CT-00375,13/08/2025,Saque,R$ 797.93,agencia,TRANSF ENTRE CONTAS
TRX000495,CT-00521,08/02/26,Compra Débito,R$ 217.91,ATM,RENDIMENTO POUPANCA
TRX000261,CT-00769,2025-09-23 02:12,boleto,"-336,19",Caixa Eletrônico,PAG*MercadoLivre
TRX001491,CT-00157,03-07-2026 09:03,Compra Débito,"7.756,90",Internet Banking,FARMACIA SAO JOAO
TRX001656,CT-00414,27/05/2026,boleto,"R$ 1.753,15",AGENCIA,TRANSF ENTRE CONTAS
TRX000828,CT-00386,30/05/2026 05:37,Pix,"-170,50",agencia,FARMACIA SAO JOAO
TRX000524,CT-00555,13/07/26,Saque,"-148,12",caixa eletronico,FOLHA PAGAMENTO
TRX001137,CT-00310,2026-03-13 12:06,PIX,"27,46",Caixa Eletrônico,RENDIMENTO POUPANCA
TRX001060,CT-00900,13-09-2025 05:37,DOC,"R$ 2.968,87",Caixa Eletrônico,RENDIMENTO POUPANCA
TRX000430,CT-00513,01/03/2026,Compra Débito,"-94,50",agencia,NETFLIX.COM
TRX001465,CT-00739,10/11/2025,debito cartao,"R$ 12.865,39",caixa eletronico,TRANSF ENTRE CONTAS
TRX001326,CT-00296,09/01/2026 12:30,Compra Débito,R$ 52.12,app,SUPERMERCADO BOM PRECO
TRX001872,CT-00119,13/12/2025 02:41,pagto,"-9.729,25",IB,IFOOD *IFOOD
TRX000909,CT-00581,11/09/25 12:10,boleto,0,Agência,PAG*MercadoLivre
TRX000200,CT-00430,28/02/2026,Saque,"-383,95",IB,RENDIMENTO POUPANCA
TRX000268,CT-00104,11/04/2026,TED,"-205,77",Caixa Eletrônico,PAG*MercadoLivre
TRX002027,CT-00953,04/11/2025,BOLETO,259.24,IB,AMAZON MKTPLACE
TRX000599,CT-00914,2025-12-19 01:32,DEPOSITO,"1158,53",Agência,RENDIMENTO POUPANCA
TRX001840,CT-00287,2026-05-24,boleto,R$ 135.27,Caixa Eletrônico,
TRX001383,CT-00721,06/06/2026 21:54,deposito,R$ 224.18,Aplicativo,TRANSF ENTRE CONTAS
TRX000701,CT-00217,08/04/2026 13:34,Compra Débito,"R$ 1.929,55",caixa eletronico,NETFLIX.COM
TRX000970,CT-00523,2026-02-02 16:00,pix,-2655.05,Aplicativo,SUPERMERCADO BOM PRECO
TRX001898,CT-00521,20/06/2026,pix,R$ 1939.26,ATM,
TRX001949,CT-00083,13/08/2026,TED,"R$ 192,29",Caixa Eletrônico,NETFLIX.COM
TRX000050,CT-00077,31-mar-2026 03:05,Pix,"-260,41",app,TARIFA PACOTE SERVICOS
TRX000385,CT-00022,16/05/26,Boleto,"-227,68",internet banking,
TRX001424,CT-00058,2026-01-30,boleto,"44.735,48",agencia,SUPERMERCADO BOM PRECO
TRX001345,CT-00556,12/05/2026,Saque,"899,32",APP,IFOOD *IFOOD
TRX000013,CT-00622,2025-12-23,TED,"R$ 656,92",IB,  PADARIA DO ZE  
TRX000044,CT-00782,27/10/2025 07:53,PIX,489.71,IB,FARMACIA SAO JOAO
TRX001734,CT-00270,21/10/2025,pix,"132,11",,TRANSF ENTRE CONTAS
TRX001385,CT-00806,30/08/2025,pix,"-7037,45",ATM,TARIFA PACOTE SERVICOS
TRX001842,CT-00267,2025-10-17,Boleto,"20.502,35",Agência,FARMACIA SAO JOAO
TRX000781,CT-00947,22/05/2026 20:18,saque,R$ 63.22,Aplicativo,NETFLIX.COM
TRX000812,CT-00025,10/07/2026,DOC,"459,56",Internet Banking,UBER *TRIP
TRX000481,CT-00748,2025-11-28 14:48,BOLETO,"R$ 291,49",agencia,  PADARIA DO ZE  
TRX000617,CT-00012,2026-04-22 07:43,Pagamento,"5541,86",Internet Banking,
TRX001183,CT-00540,22/11/2025,Depósito,"59,60",app,NETFLIX.COM
TRX000980,CT-00909,13/02/2026,Débito Cartão,"-129,89",APP,IFOOD *IFOOD
TRX001968,CT-00872,08/09/25 21:31,DOC,"-74,70",Aplicativo,PIX QR CODE
TRX001490,CT-00834,10/03/2026 17:53,Compra Débito,"273,01",Internet Banking,SUPERMERCADO BOM PRECO
TRX001174,CT-00890,14/10/2025,PIX,39.08,AGENCIA,  PADARIA DO ZE  
TRX000363,CT-00041,13/11/2025 01:02,deposito,943.65,Agência,TARIFA PACOTE SERVICOS
TRX001571,CT-00115,2025-08-27,BOLETO,"1.416,16",,FOLHA PAGAMENTO
TRX001266,CT-00317,2026-04-14 23:00,Saque,8157.81,internet banking,TARIFA PACOTE SERVICOS
TRX001086,CT-00152,25/11/2025 19:03,Pagamento,"-256,22",IB,FARMACIA SAO JOAO
TRX000687,CT-00731,2026-06-11 11:25,PIX,"R$ 216,02",IB,AMAZON MKTPLACE
TRX001358,CT-00621,13/08/2025,PIX,"R$ 137,97",Aplicativo,AMAZON MKTPLACE
TRX000986,CT-00551,20-jan-2026 07:38,ted,"R$ 988,06",App,NETFLIX.COM
TRX000545,CT-00628,10-09-2025,Boleto,"171,29",Agência,AMAZON MKTPLACE
TRX000043,CT-00967,17/08/25,BOLETO,"249,45",APP,RENDIMENTO POUPANCA
